stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
3,59.0,102.0,27.0,39.0,246.0,22.0,246.0,o3,tidak sehat
3,62.0,102.0,26.0,40.0,270.0,18.0,270.0,o3,tidak sehat
3,93.0,102.0,34.0,83.0,279.0,23.0,279.0,o3,tidak sehat
3,73.0,102.0,30.0,134.0,261.0,17.0,261.0,o3,tidak sehat
3,83.0,102.0,29.0,78.0,105.0,19.0,105.0,o3,tidak sehat
3,79.0,102.0,30.0,29.0,266.0,20.0,266.0,o3,tidak sehat
3,47.0,102.0,23.0,17.0,57.0,12.0,102.0,pm25,tidak sehat
3,51.0,102.0,30.0,35.0,221.0,22.0,221.0,o3,tidak sehat
3,58.0,102.0,30.0,43.0,261.0,19.0,261.0,o3,tidak sehat
3,75.0,102.0,32.0,73.0,154.0,27.0,154.0,o3,tidak sehat
3,71.0,102.0,30.0,48.0,185.0,18.0,185.0,o3,tidak sehat
3,69.0,102.0,33.0,40.0,203.0,22.0,203.0,o3,tidak sehat
3,53.0,102.0,30.0,31.0,200.0,18.0,200.0,o3,tidak sehat
3,62.0,102.0,36.0,38.0,238.0,18.0,238.0,o3,tidak sehat
3,58.0,102.0,34.0,40.0,203.0,18.0,203.0,o3,tidak sehat
3,84.0,102.0,37.0,52.0,215.0,18.0,215.0,o3,tidak sehat
3,62.0,102.0,30.0,47.0,227.0,16.0,227.0,o3,tidak sehat
3,69.0,102.0,32.0,49.0,218.0,22.0,218.0,o3,tidak sehat
3,76.0,102.0,30.0,76.0,137.0,22.0,137.0,o3,tidak sehat
3,59.0,102.0,30.0,61.0,106.0,18.0,106.0,o3,tidak sehat
3,66.0,102.0,26.0,85.0,222.0,15.0,222.0,o3,tidak sehat
3,52.0,102.0,27.0,58.0,212.0,14.0,212.0,o3,tidak sehat
3,46.0,102.0,31.0,64.0,202.0,16.0,202.0,o3,tidak sehat
3,57.0,102.0,39.0,35.0,197.0,11.0,197.0,o3,tidak sehat
3,63.0,102.0,34.0,37.0,219.0,21.0,219.0,o3,tidak sehat
3,74.0,102.0,13.0,58.0,221.0,19.0,221.0,o3,tidak sehat
3,57.0,102.0,9.0,26.0,210.0,14.0,210.0,o3,tidak sehat
3,58.0,102.0,7.0,38.0,228.0,16.0,228.0,o3,tidak sehat
3,60.0,102.0,4.0,28.0,229.0,16.0,229.0,o3,tidak sehat
3,70.0,102.0,13.0,31.0,209.0,19.0,209.0,o3,tidak sehat
3,72.0,102.0,16.0,33.0,163.0,19.0,163.0,o3,tidak sehat
3,64.0,102.0,6.0,39.0,135.0,24.0,135.0,o3,tidak sehat
3,68.0,102.0,7.0,42.0,223.0,30.0,223.0,o3,tidak sehat
3,63.0,102.0,5.0,61.0,214.0,17.0,214.0,o3,tidak sehat
3,59.0,102.0,8.0,20.0,215.0,18.0,215.0,o3,tidak sehat
3,53.0,102.0,7.0,32.0,124.0,20.0,124.0,o3,tidak sehat
3,49.0,102.0,8.0,39.0,107.0,19.0,107.0,o3,tidak sehat
3,65.0,102.0,6.0,51.0,168.0,18.0,168.0,o3,tidak sehat
3,66.0,102.0,12.0,33.0,155.0,20.0,155.0,o3,tidak sehat
3,55.0,102.0,9.0,29.0,185.0,14.0,185.0,o3,tidak sehat
3,52.0,102.0,2.0,39.0,217.0,12.0,217.0,o3,tidak sehat
3,43.0,102.0,4.0,35.0,209.0,13.0,209.0,o3,tidak sehat
3,53.0,102.0,9.0,21.0,178.0,13.0,178.0,o3,tidak sehat
3,45.0,102.0,4.0,20.0,192.0,10.0,192.0,o3,tidak sehat
3,38.0,102.0,3.0,31.0,205.0,16.0,205.0,o3,tidak sehat
3,45.0,102.0,6.0,30.0,218.0,12.0,218.0,o3,tidak sehat
3,47.0,102.0,4.0,23.0,210.0,11.0,210.0,o3,tidak sehat
3,40.0,102.0,4.0,26.0,215.0,14.0,215.0,o3,tidak sehat
3,38.0,102.0,4.0,20.0,215.0,10.0,215.0,o3,tidak sehat
3,36.0,102.0,2.0,15.0,153.0,7.0,153.0,o3,tidak sehat
1,75.0,94.0,4.0,27.0,135.0,10.0,135.0,o3,tidak sehat
1,35.0,94.0,4.0,26.0,192.0,8.0,192.0,o3,tidak sehat
1,61.0,94.0,5.0,36.0,195.0,9.0,195.0,o3,tidak sehat
1,39.0,94.0,4.0,13.0,210.0,10.0,210.0,o3,tidak sehat
1,53.0,94.0,5.0,14.0,111.0,8.0,111.0,o3,tidak sehat
1,32.0,94.0,3.0,20.0,150.0,9.0,150.0,o3,tidak sehat
1,28.0,94.0,4.0,14.0,170.0,11.0,170.0,o3,tidak sehat
3,33.0,102.0,2.0,25.0,31.0,6.0,102.0,pm25,tidak sehat
1,21.0,94.0,2.0,18.0,92.0,7.0,94.0,pm25,sedang
1,24.0,94.0,4.0,16.0,76.0,6.0,94.0,pm25,sedang
1,39.0,94.0,5.0,15.0,53.0,5.0,94.0,pm25,sedang
1,38.0,94.0,7.0,16.0,140.0,6.0,140.0,o3,tidak sehat
1,37.0,94.0,3.0,37.0,154.0,11.0,154.0,o3,tidak sehat
1,49.0,94.0,4.0,26.0,171.0,13.0,171.0,o3,tidak sehat
1,53.0,94.0,3.0,40.0,154.0,22.0,154.0,o3,tidak sehat
1,54.0,94.0,6.0,37.0,159.0,20.0,159.0,o3,tidak sehat
1,59.0,94.0,8.0,42.0,186.0,18.0,186.0,o3,tidak sehat
1,49.0,94.0,3.0,37.0,202.0,27.0,202.0,o3,tidak sehat
1,84.0,94.0,7.0,78.0,110.0,33.0,110.0,o3,tidak sehat
1,39.0,94.0,3.0,17.0,152.0,11.0,152.0,o3,tidak sehat
1,55.0,94.0,6.0,23.0,170.0,12.0,170.0,o3,tidak sehat
1,61.0,94.0,6.0,29.0,195.0,14.0,195.0,o3,tidak sehat
1,57.0,94.0,9.0,50.0,139.0,15.0,139.0,o3,tidak sehat
1,40.0,94.0,5.0,28.0,135.0,10.0,135.0,o3,tidak sehat
1,51.0,94.0,8.0,34.0,155.0,15.0,155.0,o3,tidak sehat
1,62.0,94.0,9.0,50.0,144.0,15.0,144.0,o3,tidak sehat
1,52.0,94.0,5.0,25.0,122.0,11.0,122.0,o3,tidak sehat
1,41.0,94.0,5.0,29.0,195.0,14.0,195.0,o3,tidak sehat
1,69.0,94.0,7.0,44.0,184.0,15.0,184.0,o3,tidak sehat
1,55.0,94.0,5.0,29.0,151.0,14.0,151.0,o3,tidak sehat
1,74.0,94.0,9.0,36.0,195.0,20.0,195.0,o3,tidak sehat
1,69.0,94.0,19.0,35.0,158.0,16.0,158.0,o3,tidak sehat
1,82.0,94.0,6.0,28.0,209.0,16.0,209.0,o3,tidak sehat
1,69.0,94.0,21.0,63.0,135.0,22.0,135.0,o3,tidak sehat
2,87.0,70.0,14.0,55.0,128.0,25.0,128.0,o3,tidak sehat
2,59.0,70.0,9.0,37.0,158.0,21.0,158.0,o3,tidak sehat
1,52.0,94.0,7.0,28.0,151.0,14.0,151.0,o3,tidak sehat
1,59.0,94.0,9.0,57.0,213.0,21.0,213.0,o3,tidak sehat
1,65.0,94.0,12.0,33.0,205.0,22.0,205.0,o3,tidak sehat
1,70.0,94.0,7.0,34.0,180.0,30.0,180.0,o3,tidak sehat
1,65.0,94.0,20.0,38.0,185.0,19.0,185.0,o3,tidak sehat
1,72.0,94.0,21.0,50.0,164.0,23.0,164.0,o3,tidak sehat
1,70.0,94.0,17.0,35.0,158.0,20.0,158.0,o3,tidak sehat
1,51.0,94.0,10.0,31.0,213.0,19.0,213.0,o3,tidak sehat
1,69.0,94.0,16.0,38.0,224.0,21.0,224.0,o3,tidak sehat
1,59.0,94.0,11.0,34.0,196.0,17.0,196.0,o3,tidak sehat
1,49.0,94.0,7.0,21.0,174.0,11.0,174.0,o3,tidak sehat
1,33.0,94.0,5.0,20.0,134.0,10.0,134.0,o3,tidak sehat
1,45.0,94.0,8.0,33.0,153.0,15.0,153.0,o3,tidak sehat
1,44.0,94.0,7.0,32.0,104.0,14.0,104.0,o3,tidak sehat
1,58.0,94.0,8.0,42.0,145.0,13.0,145.0,o3,tidak sehat
1,54.0,94.0,7.0,44.0,152.0,19.0,152.0,o3,tidak sehat
1,50.0,94.0,6.0,25.0,64.0,11.0,94.0,pm25,sedang
1,49.0,94.0,5.0,25.0,168.0,12.0,168.0,o3,tidak sehat
1,59.0,94.0,5.0,50.0,217.0,13.0,217.0,o3,tidak sehat
1,52.0,94.0,6.0,24.0,134.0,15.0,134.0,o3,tidak sehat
1,57.0,94.0,5.0,31.0,213.0,14.0,213.0,o3,tidak sehat
1,53.0,94.0,5.0,33.0,230.0,17.0,230.0,o3,tidak sehat
1,47.0,94.0,6.0,21.0,185.0,7.0,185.0,o3,tidak sehat
1,48.0,94.0,8.0,24.0,125.0,14.0,125.0,o3,tidak sehat
1,54.0,94.0,7.0,26.0,216.0,12.0,216.0,o3,tidak sehat
1,63.0,94.0,7.0,33.0,217.0,14.0,217.0,o3,tidak sehat
1,46.0,94.0,5.0,26.0,217.0,14.0,217.0,o3,tidak sehat
1,44.0,94.0,5.0,38.0,132.0,16.0,132.0,o3,tidak sehat
0,103.0,44.0,17.0,80.0,99.0,35.0,103.0,pm10,tidak sehat
1,87.0,94.0,20.0,90.0,166.0,30.0,166.0,o3,tidak sehat
1,64.0,94.0,12.0,34.0,183.0,17.0,183.0,o3,tidak sehat
1,64.0,94.0,12.0,48.0,213.0,15.0,213.0,o3,tidak sehat
1,58.0,94.0,7.0,22.0,170.0,8.0,170.0,o3,tidak sehat
1,51.0,94.0,7.0,20.0,172.0,16.0,172.0,o3,tidak sehat
1,75.0,94.0,32.0,30.0,187.0,37.0,187.0,o3,tidak sehat
1,58.0,94.0,9.0,33.0,204.0,16.0,204.0,o3,tidak sehat
1,64.0,94.0,25.0,17.0,207.0,19.0,207.0,o3,tidak sehat
1,82.0,94.0,15.0,38.0,205.0,19.0,205.0,o3,tidak sehat
1,67.0,94.0,13.0,29.0,210.0,18.0,210.0,o3,tidak sehat
1,58.0,94.0,12.0,33.0,212.0,13.0,212.0,o3,tidak sehat
1,61.0,94.0,11.0,30.0,176.0,15.0,176.0,o3,tidak sehat
1,69.0,94.0,36.0,37.0,206.0,21.0,206.0,o3,tidak sehat
1,68.0,94.0,14.0,36.0,217.0,20.0,217.0,o3,tidak sehat
1,62.0,94.0,12.0,35.0,178.0,19.0,178.0,o3,tidak sehat
1,76.0,94.0,13.0,42.0,204.0,21.0,204.0,o3,tidak sehat
1,76.0,94.0,19.0,37.0,168.0,14.0,168.0,o3,tidak sehat
1,53.0,94.0,15.0,33.0,198.0,18.0,198.0,o3,tidak sehat
1,59.0,94.0,15.0,18.0,197.0,19.0,197.0,o3,tidak sehat
1,81.0,94.0,19.0,44.0,198.0,21.0,198.0,o3,tidak sehat
1,80.0,94.0,16.0,37.0,187.0,23.0,187.0,o3,tidak sehat
4,96.0,91.0,17.0,68.0,213.0,28.0,213.0,o3,tidak sehat
1,79.0,94.0,13.0,37.0,276.0,19.0,276.0,o3,tidak sehat
1,61.0,94.0,18.0,23.0,263.0,18.0,263.0,o3,tidak sehat
1,54.0,94.0,10.0,23.0,267.0,12.0,267.0,o3,tidak sehat
1,56.0,94.0,14.0,40.0,268.0,22.0,268.0,o3,tidak sehat
2,67.0,70.0,17.0,40.0,92.0,23.0,92.0,o3,sedang
3,71.0,102.0,17.0,43.0,151.0,27.0,151.0,o3,tidak sehat
3,65.0,102.0,13.0,35.0,144.0,17.0,144.0,o3,tidak sehat
3,56.0,102.0,15.0,38.0,66.0,16.0,102.0,pm25,tidak sehat
3,51.0,102.0,20.0,23.0,132.0,16.0,132.0,o3,tidak sehat
1,70.0,94.0,9.0,23.0,63.0,15.0,94.0,pm25,sedang
4,56.0,91.0,25.0,42.0,167.0,25.0,167.0,o3,tidak sehat
4,56.0,91.0,10.0,37.0,167.0,23.0,167.0,o3,tidak sehat
2,63.0,70.0,14.0,28.0,99.0,19.0,99.0,o3,sedang
3,78.0,102.0,14.0,33.0,93.0,20.0,102.0,pm25,tidak sehat
3,63.0,102.0,14.0,33.0,54.0,21.0,102.0,pm25,tidak sehat
1,58.0,94.0,8.0,22.0,38.0,16.0,94.0,pm25,sedang
1,114.0,94.0,6.0,15.0,60.0,15.0,114.0,pm10,tidak sehat
1,107.0,94.0,6.0,22.0,93.0,10.0,107.0,pm10,tidak sehat
3,62.0,102.0,13.0,30.0,90.0,22.0,102.0,pm25,tidak sehat
2,69.0,70.0,15.0,37.0,125.0,32.0,125.0,o3,tidak sehat
0,49.0,44.0,8.0,31.0,121.0,22.0,121.0,o3,tidak sehat
4,60.0,91.0,16.0,46.0,133.0,22.0,133.0,o3,tidak sehat
4,67.0,91.0,22.0,34.0,128.0,20.0,128.0,o3,tidak sehat
3,75.0,102.0,10.0,37.0,120.0,19.0,120.0,o3,tidak sehat
3,56.0,102.0,16.0,32.0,71.0,12.0,102.0,pm25,tidak sehat
0,73.0,44.0,18.0,54.0,77.0,20.0,77.0,o3,sedang
4,71.0,91.0,20.0,33.0,66.0,16.0,91.0,pm25,sedang
4,82.0,91.0,14.0,43.0,140.0,14.0,140.0,o3,tidak sehat
3,77.0,102.0,20.0,58.0,99.0,24.0,102.0,pm25,tidak sehat
3,68.0,102.0,16.0,26.0,75.0,11.0,102.0,pm25,tidak sehat
3,72.0,102.0,15.0,26.0,60.0,13.0,102.0,pm25,tidak sehat
3,67.0,102.0,23.0,18.0,60.0,14.0,102.0,pm25,tidak sehat
3,71.0,102.0,19.0,15.0,68.0,13.0,102.0,pm25,tidak sehat
3,71.0,102.0,11.0,18.0,74.0,12.0,102.0,pm25,tidak sehat
4,56.0,91.0,12.0,33.0,83.0,19.0,91.0,pm25,sedang
2,71.0,70.0,18.0,27.0,72.0,13.0,72.0,o3,sedang
2,78.0,70.0,24.0,21.0,94.0,12.0,94.0,o3,sedang
3,76.0,102.0,17.0,20.0,69.0,13.0,102.0,pm25,tidak sehat
3,89.0,102.0,18.0,36.0,113.0,18.0,113.0,o3,tidak sehat
3,89.0,102.0,12.0,32.0,79.0,16.0,102.0,pm25,tidak sehat
3,58.0,102.0,10.0,31.0,71.0,17.0,102.0,pm25,tidak sehat
3,67.0,102.0,18.0,28.0,77.0,17.0,102.0,pm25,tidak sehat
4,74.0,91.0,13.0,32.0,117.0,25.0,117.0,o3,tidak sehat
2,68.0,70.0,48.0,32.0,110.0,19.0,110.0,o3,tidak sehat
3,57.0,102.0,11.0,32.0,110.0,18.0,110.0,o3,tidak sehat
3,69.0,102.0,16.0,37.0,47.0,19.0,102.0,pm25,tidak sehat
4,90.0,91.0,17.0,54.0,93.0,27.0,93.0,o3,sedang
3,82.0,102.0,19.0,40.0,56.0,28.0,102.0,pm25,tidak sehat
3,69.0,102.0,14.0,35.0,64.0,28.0,102.0,pm25,tidak sehat
3,87.0,102.0,27.0,30.0,77.0,18.0,102.0,pm25,tidak sehat
3,68.0,102.0,27.0,36.0,135.0,21.0,135.0,o3,tidak sehat
3,77.0,102.0,18.0,31.0,133.0,28.0,133.0,o3,tidak sehat
4,54.0,91.0,14.0,34.0,154.0,28.0,154.0,o3,tidak sehat
4,81.0,91.0,19.0,32.0,127.0,24.0,127.0,o3,tidak sehat
4,88.0,91.0,36.0,62.0,58.0,16.0,91.0,pm25,sedang
4,68.0,91.0,39.0,53.0,149.0,24.0,149.0,o3,tidak sehat
4,63.0,91.0,22.0,30.0,119.0,24.0,119.0,o3,tidak sehat
3,77.0,102.0,13.0,24.0,99.0,25.0,102.0,pm25,tidak sehat
3,63.0,102.0,17.0,26.0,103.0,17.0,103.0,o3,tidak sehat
2,88.0,70.0,20.0,32.0,90.0,23.0,90.0,o3,sedang
1,70.0,94.0,23.0,33.0,78.0,25.0,94.0,pm25,sedang
3,79.0,102.0,22.0,67.0,120.0,22.0,120.0,o3,tidak sehat
3,59.0,102.0,18.0,21.0,75.0,22.0,102.0,pm25,tidak sehat
3,52.0,102.0,13.0,20.0,60.0,24.0,102.0,pm25,tidak sehat
3,50.0,102.0,12.0,20.0,81.0,16.0,102.0,pm25,tidak sehat
3,67.0,102.0,16.0,42.0,69.0,27.0,102.0,pm25,tidak sehat
3,64.0,102.0,12.0,28.0,60.0,17.0,102.0,pm25,tidak sehat
3,56.0,102.0,10.0,31.0,45.0,17.0,102.0,pm25,tidak sehat
3,62.0,102.0,11.0,42.0,95.0,18.0,102.0,pm25,tidak sehat
3,53.0,102.0,9.0,32.0,48.0,14.0,102.0,pm25,tidak sehat
3,76.0,102.0,18.0,53.0,149.0,29.0,149.0,o3,tidak sehat
3,111.0,102.0,25.0,62.0,129.0,21.0,129.0,o3,tidak sehat
1,68.0,94.0,33.0,42.0,153.0,21.0,153.0,o3,tidak sehat
2,59.0,70.0,23.0,28.0,113.0,20.0,113.0,o3,tidak sehat
3,66.0,102.0,19.0,35.0,116.0,19.0,116.0,o3,tidak sehat
3,37.0,102.0,10.0,33.0,55.0,12.0,102.0,pm25,tidak sehat
3,70.0,102.0,29.0,58.0,72.0,25.0,102.0,pm25,tidak sehat
4,56.0,91.0,23.0,51.0,71.0,13.0,91.0,pm25,sedang
3,67.0,102.0,28.0,35.0,74.0,13.0,102.0,pm25,tidak sehat
4,85.0,91.0,33.0,71.0,151.0,21.0,151.0,o3,tidak sehat
2,84.0,70.0,15.0,53.0,124.0,19.0,124.0,o3,tidak sehat
3,78.0,102.0,14.0,54.0,65.0,25.0,102.0,pm25,tidak sehat
3,64.0,102.0,18.0,35.0,60.0,15.0,102.0,pm25,tidak sehat
1,68.0,94.0,21.0,45.0,74.0,17.0,94.0,pm25,sedang
3,99.0,102.0,24.0,77.0,90.0,30.0,102.0,pm25,tidak sehat
3,92.0,102.0,31.0,81.0,82.0,16.0,102.0,pm25,tidak sehat
3,74.0,102.0,28.0,66.0,97.0,11.0,102.0,pm25,tidak sehat
1,106.0,94.0,34.0,40.0,114.0,18.0,114.0,o3,tidak sehat
3,87.0,102.0,39.0,45.0,140.0,21.0,140.0,o3,tidak sehat
3,93.0,102.0,40.0,34.0,101.0,26.0,102.0,pm25,tidak sehat
3,83.0,102.0,52.0,58.0,89.0,26.0,102.0,pm25,tidak sehat
4,59.0,91.0,23.0,38.0,68.0,19.0,91.0,pm25,sedang
4,87.0,91.0,34.0,81.0,79.0,14.0,91.0,pm25,sedang
3,73.0,102.0,40.0,35.0,69.0,14.0,102.0,pm25,tidak sehat
3,63.0,102.0,30.0,31.0,71.0,20.0,102.0,pm25,tidak sehat
3,82.0,102.0,28.0,43.0,79.0,21.0,102.0,pm25,tidak sehat
2,57.0,70.0,16.0,43.0,134.0,23.0,134.0,o3,tidak sehat
1,58.0,94.0,29.0,51.0,43.0,23.0,94.0,pm25,sedang
3,60.0,102.0,40.0,49.0,64.0,22.0,102.0,pm25,tidak sehat
0,58.0,44.0,22.0,46.0,56.0,15.0,58.0,pm10,sedang
3,83.0,102.0,19.0,58.0,65.0,16.0,102.0,pm25,tidak sehat
3,104.0,102.0,36.0,98.0,109.0,17.0,109.0,o3,tidak sehat
1,72.0,94.0,20.0,36.0,121.0,18.0,121.0,o3,tidak sehat
3,57.0,102.0,14.0,37.0,104.0,20.0,104.0,o3,tidak sehat
2,80.0,70.0,19.0,45.0,118.0,26.0,118.0,o3,tidak sehat
3,60.0,102.0,28.0,45.0,88.0,21.0,102.0,pm25,tidak sehat
3,60.0,102.0,27.0,39.0,83.0,19.0,102.0,pm25,tidak sehat
1,35.0,94.0,13.0,32.0,74.0,20.0,94.0,pm25,sedang
3,65.0,102.0,27.0,48.0,76.0,19.0,102.0,pm25,tidak sehat
1,77.0,94.0,31.0,43.0,66.0,23.0,94.0,pm25,sedang
3,74.0,102.0,20.0,50.0,117.0,25.0,117.0,o3,tidak sehat
3,75.0,102.0,19.0,45.0,84.0,20.0,102.0,pm25,tidak sehat
4,64.0,91.0,23.0,41.0,99.0,21.0,99.0,o3,sedang
4,76.0,91.0,19.0,39.0,129.0,17.0,129.0,o3,tidak sehat
1,77.0,94.0,25.0,56.0,105.0,22.0,105.0,o3,tidak sehat
4,62.0,91.0,21.0,40.0,112.0,19.0,112.0,o3,tidak sehat
4,81.0,91.0,23.0,81.0,93.0,23.0,93.0,o3,sedang
1,64.0,94.0,30.0,46.0,64.0,17.0,94.0,pm25,sedang
3,65.0,102.0,24.0,44.0,56.0,13.0,102.0,pm25,tidak sehat
3,57.0,102.0,19.0,25.0,51.0,9.0,102.0,pm25,tidak sehat
3,72.0,102.0,27.0,30.0,91.0,15.0,102.0,pm25,tidak sehat
3,78.0,102.0,23.0,58.0,78.0,24.0,102.0,pm25,tidak sehat
3,80.0,102.0,23.0,35.0,115.0,19.0,115.0,o3,tidak sehat
2,68.0,70.0,37.0,35.0,85.0,20.0,85.0,o3,sedang
3,75.0,102.0,18.0,32.0,88.0,21.0,102.0,pm25,tidak sehat
2,70.0,70.0,22.0,32.0,104.0,20.0,104.0,o3,tidak sehat
2,63.0,70.0,25.0,37.0,75.0,15.0,75.0,o3,sedang
4,68.0,91.0,23.0,33.0,72.0,16.0,91.0,pm25,sedang
2,73.0,70.0,23.0,38.0,75.0,12.0,75.0,o3,sedang
4,69.0,91.0,19.0,33.0,87.0,27.0,91.0,pm25,sedang
4,95.0,91.0,19.0,59.0,122.0,19.0,122.0,o3,tidak sehat
4,61.0,91.0,15.0,22.0,86.0,17.0,91.0,pm25,sedang
3,67.0,102.0,18.0,58.0,94.0,13.0,102.0,pm25,tidak sehat
3,53.0,102.0,37.0,28.0,87.0,14.0,102.0,pm25,tidak sehat
3,66.0,102.0,22.0,36.0,117.0,11.0,117.0,o3,tidak sehat
3,59.0,102.0,24.0,32.0,92.0,15.0,102.0,pm25,tidak sehat
2,57.0,70.0,16.0,23.0,110.0,15.0,110.0,o3,tidak sehat
2,65.0,70.0,22.0,39.0,119.0,18.0,119.0,o3,tidak sehat
2,64.0,70.0,38.0,22.0,115.0,17.0,115.0,o3,tidak sehat
3,72.0,102.0,32.0,25.0,59.0,15.0,102.0,pm25,tidak sehat
0,67.0,44.0,28.0,27.0,68.0,10.0,68.0,o3,sedang
3,68.0,102.0,28.0,34.0,66.0,10.0,102.0,pm25,tidak sehat
3,54.0,102.0,16.0,25.0,79.0,13.0,102.0,pm25,tidak sehat
3,60.0,102.0,29.0,32.0,71.0,16.0,102.0,pm25,tidak sehat
2,61.0,70.0,24.0,27.0,110.0,19.0,110.0,o3,tidak sehat
2,83.0,70.0,31.0,30.0,107.0,20.0,107.0,o3,tidak sehat
1,79.0,94.0,26.0,29.0,85.0,14.0,94.0,pm25,sedang
4,87.0,91.0,21.0,39.0,113.0,22.0,113.0,o3,tidak sehat
4,75.0,91.0,26.0,40.0,88.0,19.0,91.0,pm25,sedang
4,73.0,91.0,42.0,26.0,75.0,13.0,91.0,pm25,sedang
3,78.0,102.0,40.0,25.0,71.0,14.0,102.0,pm25,tidak sehat
4,72.0,91.0,32.0,27.0,85.0,14.0,91.0,pm25,sedang
3,74.0,102.0,26.0,28.0,124.0,23.0,124.0,o3,tidak sehat
3,74.0,102.0,30.0,27.0,71.0,13.0,102.0,pm25,tidak sehat
3,91.0,102.0,21.0,34.0,69.0,17.0,102.0,pm25,tidak sehat
2,68.0,70.0,19.0,28.0,81.0,15.0,81.0,o3,sedang
3,74.0,102.0,23.0,33.0,67.0,13.0,102.0,pm25,tidak sehat
2,76.0,70.0,29.0,30.0,109.0,15.0,109.0,o3,tidak sehat
4,82.0,91.0,22.0,42.0,125.0,24.0,125.0,o3,tidak sehat
1,75.0,94.0,19.0,33.0,98.0,19.0,98.0,o3,sedang
4,77.0,91.0,20.0,32.0,139.0,24.0,139.0,o3,tidak sehat
3,67.0,102.0,18.0,31.0,123.0,19.0,123.0,o3,tidak sehat
3,70.0,102.0,20.0,32.0,78.0,20.0,102.0,pm25,tidak sehat
2,63.0,70.0,23.0,26.0,92.0,15.0,92.0,o3,sedang
2,68.0,70.0,24.0,34.0,90.0,20.0,90.0,o3,sedang
2,80.0,70.0,44.0,42.0,98.0,21.0,98.0,o3,sedang
2,77.0,70.0,27.0,33.0,105.0,18.0,105.0,o3,tidak sehat
3,76.0,102.0,33.0,29.0,70.0,17.0,102.0,pm25,tidak sehat
2,83.0,70.0,40.0,32.0,114.0,22.0,114.0,o3,tidak sehat
3,71.0,102.0,30.0,28.0,113.0,19.0,113.0,o3,tidak sehat
2,66.0,70.0,25.0,35.0,98.0,17.0,98.0,o3,sedang
4,54.0,91.0,21.0,35.0,63.0,17.0,91.0,pm25,sedang
4,68.0,91.0,30.0,34.0,138.0,26.0,138.0,o3,tidak sehat
3,77.0,102.0,19.0,30.0,110.0,27.0,110.0,o3,tidak sehat
4,71.0,91.0,37.0,30.0,91.0,19.0,91.0,pm25,sedang
2,71.0,70.0,34.0,32.0,84.0,21.0,84.0,o3,sedang
4,70.0,91.0,26.0,25.0,134.0,19.0,134.0,o3,tidak sehat
2,67.0,70.0,25.0,33.0,107.0,17.0,107.0,o3,tidak sehat
4,69.0,91.0,27.0,30.0,128.0,27.0,128.0,o3,tidak sehat
4,76.0,91.0,30.0,27.0,79.0,22.0,91.0,pm25,sedang
4,76.0,91.0,31.0,30.0,117.0,30.0,117.0,o3,tidak sehat
3,67.0,102.0,22.0,26.0,100.0,19.0,102.0,pm25,tidak sehat
3,65.0,102.0,31.0,31.0,118.0,25.0,118.0,o3,tidak sehat
2,72.0,70.0,37.0,26.0,91.0,18.0,91.0,o3,sedang
3,77.0,102.0,37.0,26.0,88.0,12.0,102.0,pm25,tidak sehat
4,73.0,91.0,33.0,29.0,69.0,18.0,91.0,pm25,sedang
3,101.0,102.0,40.0,39.0,85.0,25.0,102.0,pm25,tidak sehat
4,82.0,91.0,31.0,45.0,110.0,21.0,110.0,o3,tidak sehat
2,75.0,70.0,27.0,33.0,110.0,24.0,110.0,o3,tidak sehat
3,85.0,102.0,22.0,31.0,134.0,23.0,134.0,o3,tidak sehat
1,78.0,94.0,28.0,35.0,107.0,18.0,107.0,o3,tidak sehat
4,75.0,91.0,26.0,30.0,134.0,21.0,134.0,o3,tidak sehat
2,67.0,70.0,37.0,31.0,101.0,17.0,101.0,o3,tidak sehat
4,90.0,91.0,26.0,32.0,88.0,22.0,91.0,pm25,sedang
4,70.0,91.0,34.0,29.0,117.0,19.0,117.0,o3,tidak sehat
2,66.0,70.0,22.0,31.0,93.0,21.0,93.0,o3,sedang
2,71.0,70.0,21.0,38.0,107.0,21.0,107.0,o3,tidak sehat
2,62.0,70.0,31.0,29.0,121.0,20.0,121.0,o3,tidak sehat
3,67.0,102.0,25.0,22.0,119.0,14.0,119.0,o3,tidak sehat
3,66.0,102.0,32.0,36.0,120.0,18.0,120.0,o3,tidak sehat
2,56.0,70.0,23.0,24.0,80.0,15.0,80.0,o3,sedang
2,76.0,70.0,34.0,25.0,80.0,14.0,80.0,o3,sedang
3,72.0,102.0,25.0,24.0,55.0,14.0,102.0,pm25,tidak sehat
3,73.0,102.0,27.0,23.0,83.0,13.0,102.0,pm25,tidak sehat
2,76.0,70.0,30.0,47.0,139.0,18.0,139.0,o3,tidak sehat
4,56.0,91.0,30.0,19.0,91.0,14.0,91.0,pm25,sedang
1,63.0,94.0,34.0,33.0,105.0,19.0,105.0,o3,tidak sehat
2,80.0,70.0,40.0,30.0,89.0,20.0,89.0,o3,sedang
4,69.0,91.0,37.0,34.0,91.0,25.0,91.0,pm25,sedang
2,67.0,70.0,40.0,38.0,103.0,22.0,103.0,o3,tidak sehat
3,82.0,102.0,29.0,38.0,159.0,30.0,159.0,o3,tidak sehat
4,105.0,91.0,37.0,50.0,110.0,21.0,110.0,o3,tidak sehat
1,75.0,94.0,45.0,41.0,85.0,18.0,94.0,pm25,sedang
