stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2,66.0,70.0,29.0,47.0,81.0,21.0,81.0,o3,sedang
3,65.0,102.0,31.0,47.0,53.0,19.0,102.0,pm25,tidak sehat
2,66.0,70.0,29.0,41.0,69.0,20.0,70.0,pm25,sedang
4,40.0,91.0,29.0,44.0,33.0,18.0,91.0,pm25,sedang
3,62.0,102.0,29.0,59.0,126.0,13.0,126.0,o3,tidak sehat
2,77.0,70.0,30.0,65.0,113.0,20.0,113.0,o3,tidak sehat
4,85.0,91.0,30.0,52.0,125.0,24.0,125.0,o3,tidak sehat
2,67.0,70.0,28.0,37.0,127.0,20.0,127.0,o3,tidak sehat
1,71.0,94.0,28.0,41.0,108.0,16.0,108.0,o3,tidak sehat
4,71.0,91.0,30.0,49.0,119.0,16.0,119.0,o3,tidak sehat
2,73.0,70.0,29.0,65.0,109.0,19.0,109.0,o3,tidak sehat
0,83.0,44.0,29.0,59.0,78.0,19.0,83.0,pm10,sedang
1,63.0,94.0,29.0,61.0,73.0,14.0,94.0,pm25,sedang
2,76.0,70.0,30.0,51.0,137.0,16.0,137.0,o3,tidak sehat
4,68.0,91.0,30.0,53.0,100.0,24.0,100.0,o3,sedang
2,61.0,70.0,28.0,57.0,78.0,16.0,78.0,o3,sedang
4,59.0,91.0,29.0,68.0,104.0,21.0,104.0,o3,tidak sehat
1,79.0,94.0,29.0,67.0,104.0,15.0,104.0,o3,tidak sehat
2,59.0,70.0,28.0,48.0,70.0,7.0,70.0,pm25,sedang
2,44.0,70.0,28.0,49.0,55.0,11.0,70.0,pm25,sedang
2,53.0,70.0,28.0,43.0,68.0,10.0,70.0,pm25,sedang
2,60.0,70.0,28.0,65.0,66.0,14.0,70.0,pm25,sedang
2,50.0,70.0,28.0,32.0,64.0,10.0,70.0,pm25,sedang
4,39.0,91.0,28.0,31.0,65.0,13.0,91.0,pm25,sedang
4,56.0,91.0,29.0,40.0,73.0,12.0,91.0,pm25,sedang
4,62.0,91.0,29.0,42.0,68.0,12.0,91.0,pm25,sedang
2,73.0,70.0,29.0,45.0,54.0,14.0,73.0,pm10,sedang
1,42.0,94.0,28.0,34.0,76.0,9.0,94.0,pm25,sedang
4,73.0,91.0,36.0,56.0,90.0,15.0,91.0,pm25,sedang
3,86.0,102.0,31.0,53.0,73.0,20.0,102.0,pm25,tidak sehat
3,62.0,102.0,32.0,34.0,45.0,10.0,102.0,pm25,tidak sehat
3,56.0,102.0,28.0,36.0,54.0,9.0,102.0,pm25,tidak sehat
2,65.0,70.0,34.0,58.0,71.0,14.0,71.0,o3,sedang
3,53.0,102.0,28.0,55.0,134.0,16.0,134.0,o3,tidak sehat
2,63.0,70.0,28.0,56.0,115.0,21.0,115.0,o3,tidak sehat
4,60.0,91.0,28.0,43.0,81.0,16.0,91.0,pm25,sedang
3,69.0,102.0,29.0,45.0,97.0,22.0,102.0,pm25,tidak sehat
1,73.0,94.0,29.0,45.0,65.0,14.0,94.0,pm25,sedang
2,80.0,70.0,29.0,58.0,87.0,15.0,87.0,o3,sedang
4,70.0,91.0,29.0,59.0,103.0,14.0,103.0,o3,tidak sehat
2,49.0,70.0,28.0,45.0,96.0,11.0,96.0,o3,sedang
1,70.0,94.0,29.0,42.0,173.0,14.0,173.0,o3,tidak sehat
2,68.0,70.0,30.0,43.0,146.0,18.0,146.0,o3,tidak sehat
3,81.0,102.0,30.0,26.0,72.0,15.0,102.0,pm25,tidak sehat
2,90.0,70.0,30.0,26.0,106.0,13.0,106.0,o3,tidak sehat
4,56.0,91.0,29.0,51.0,119.0,20.0,119.0,o3,tidak sehat
2,71.0,70.0,30.0,36.0,106.0,11.0,106.0,o3,tidak sehat
2,73.0,70.0,29.0,45.0,100.0,11.0,100.0,o3,sedang
1,58.0,94.0,30.0,38.0,131.0,14.0,131.0,o3,tidak sehat
4,64.0,91.0,30.0,41.0,136.0,21.0,136.0,o3,tidak sehat
1,87.0,94.0,30.0,49.0,133.0,15.0,133.0,o3,tidak sehat
2,107.0,70.0,30.0,47.0,108.0,21.0,108.0,o3,tidak sehat
2,72.0,70.0,30.0,40.0,87.0,14.0,87.0,o3,sedang
1,81.0,94.0,30.0,37.0,119.0,11.0,119.0,o3,tidak sehat
4,58.0,91.0,29.0,35.0,77.0,11.0,91.0,pm25,sedang
2,60.0,70.0,28.0,45.0,63.0,16.0,70.0,pm25,sedang
4,60.0,91.0,29.0,45.0,102.0,16.0,102.0,o3,tidak sehat
2,63.0,70.0,28.0,41.0,88.0,18.0,88.0,o3,sedang
2,64.0,70.0,29.0,41.0,119.0,18.0,119.0,o3,tidak sehat
2,63.0,70.0,29.0,38.0,103.0,16.0,103.0,o3,tidak sehat
2,51.0,70.0,29.0,38.0,72.0,15.0,72.0,o3,sedang
4,50.0,91.0,28.0,45.0,121.0,19.0,121.0,o3,tidak sehat
2,72.0,70.0,30.0,41.0,107.0,12.0,107.0,o3,tidak sehat
2,86.0,70.0,33.0,69.0,59.0,12.0,86.0,pm10,sedang
4,55.0,91.0,29.0,47.0,77.0,12.0,91.0,pm25,sedang
3,71.0,102.0,30.0,46.0,83.0,15.0,102.0,pm25,tidak sehat
2,55.0,70.0,29.0,45.0,115.0,16.0,115.0,o3,tidak sehat
2,69.0,70.0,30.0,35.0,88.0,12.0,88.0,o3,sedang
4,59.0,91.0,31.0,38.0,83.0,11.0,91.0,pm25,sedang
1,65.0,94.0,30.0,33.0,176.0,13.0,176.0,o3,tidak sehat
1,70.0,94.0,29.0,35.0,101.0,15.0,101.0,o3,tidak sehat
1,80.0,94.0,34.0,62.0,133.0,21.0,133.0,o3,tidak sehat
4,78.0,91.0,31.0,44.0,103.0,17.0,103.0,o3,tidak sehat
3,79.0,102.0,31.0,58.0,70.0,12.0,102.0,pm25,tidak sehat
2,60.0,70.0,29.0,64.0,78.0,11.0,78.0,o3,sedang
4,80.0,91.0,29.0,76.0,66.0,12.0,91.0,pm25,sedang
2,81.0,70.0,30.0,48.0,111.0,21.0,111.0,o3,tidak sehat
4,78.0,91.0,29.0,79.0,71.0,26.0,91.0,pm25,sedang
2,62.0,70.0,30.0,44.0,85.0,23.0,85.0,o3,sedang
2,82.0,70.0,29.0,52.0,141.0,19.0,141.0,o3,tidak sehat
4,69.0,91.0,29.0,61.0,94.0,15.0,94.0,o3,sedang
3,73.0,102.0,42.0,42.0,69.0,18.0,102.0,pm25,tidak sehat
2,62.0,70.0,29.0,39.0,48.0,10.0,70.0,pm25,sedang
3,66.0,102.0,30.0,60.0,61.0,11.0,102.0,pm25,tidak sehat
4,61.0,91.0,29.0,43.0,62.0,15.0,91.0,pm25,sedang
4,60.0,91.0,30.0,36.0,125.0,15.0,125.0,o3,tidak sehat
4,84.0,91.0,30.0,45.0,90.0,22.0,91.0,pm25,sedang
3,94.0,102.0,31.0,52.0,73.0,12.0,102.0,pm25,tidak sehat
4,61.0,91.0,30.0,41.0,74.0,11.0,91.0,pm25,sedang
1,58.0,94.0,30.0,35.0,85.0,14.0,94.0,pm25,sedang
4,64.0,91.0,31.0,43.0,85.0,14.0,91.0,pm25,sedang
3,91.0,102.0,31.0,34.0,79.0,14.0,102.0,pm25,tidak sehat
1,54.0,94.0,29.0,37.0,146.0,14.0,146.0,o3,tidak sehat
1,86.0,94.0,40.0,84.0,74.0,23.0,94.0,pm25,sedang
1,65.0,94.0,30.0,44.0,69.0,17.0,94.0,pm25,sedang
1,58.0,94.0,30.0,35.0,96.0,13.0,96.0,o3,sedang
4,62.0,91.0,33.0,52.0,64.0,13.0,91.0,pm25,sedang
1,66.0,94.0,29.0,63.0,87.0,18.0,94.0,pm25,sedang
3,58.0,102.0,29.0,23.0,69.0,13.0,102.0,pm25,tidak sehat
3,48.0,102.0,29.0,28.0,60.0,18.0,102.0,pm25,tidak sehat
3,51.0,102.0,30.0,31.0,57.0,17.0,102.0,pm25,tidak sehat
2,56.0,70.0,30.0,43.0,48.0,12.0,70.0,pm25,sedang
1,55.0,94.0,30.0,66.0,71.0,12.0,94.0,pm25,sedang
1,42.0,94.0,29.0,35.0,69.0,9.0,94.0,pm25,sedang
1,62.0,94.0,30.0,50.0,95.0,18.0,95.0,o3,sedang
3,61.0,102.0,31.0,40.0,62.0,19.0,102.0,pm25,tidak sehat
2,54.0,70.0,30.0,38.0,96.0,13.0,96.0,o3,sedang
2,54.0,70.0,30.0,45.0,58.0,14.0,70.0,pm25,sedang
1,61.0,94.0,30.0,41.0,62.0,16.0,94.0,pm25,sedang
2,54.0,70.0,30.0,31.0,41.0,7.0,70.0,pm25,sedang
4,56.0,91.0,30.0,32.0,137.0,11.0,137.0,o3,tidak sehat
4,66.0,91.0,30.0,56.0,126.0,22.0,126.0,o3,tidak sehat
1,69.0,94.0,30.0,52.0,203.0,22.0,203.0,o3,tidak sehat
1,53.0,94.0,30.0,42.0,157.0,20.0,157.0,o3,tidak sehat
1,73.0,94.0,30.0,37.0,136.0,15.0,136.0,o3,tidak sehat
1,57.0,94.0,30.0,35.0,82.0,18.0,94.0,pm25,sedang
1,52.0,94.0,30.0,41.0,100.0,13.0,100.0,o3,sedang
1,62.0,94.0,34.0,46.0,100.0,22.0,100.0,o3,sedang
4,63.0,91.0,30.0,56.0,72.0,24.0,91.0,pm25,sedang
0,71.0,44.0,30.0,54.0,54.0,16.0,71.0,pm10,sedang
3,74.0,102.0,30.0,45.0,69.0,12.0,102.0,pm25,tidak sehat
4,67.0,91.0,30.0,83.0,28.0,12.0,91.0,pm25,sedang
2,53.0,70.0,30.0,32.0,62.0,10.0,70.0,pm25,sedang
2,54.0,70.0,30.0,44.0,60.0,12.0,70.0,pm25,sedang
2,63.0,70.0,38.0,42.0,122.0,8.0,122.0,o3,tidak sehat
4,66.0,91.0,31.0,37.0,115.0,20.0,115.0,o3,tidak sehat
2,58.0,70.0,31.0,35.0,80.0,11.0,80.0,o3,sedang
4,82.0,91.0,31.0,42.0,95.0,25.0,95.0,o3,sedang
1,81.0,94.0,31.0,42.0,105.0,17.0,105.0,o3,tidak sehat
0,87.0,44.0,30.0,53.0,72.0,26.0,87.0,pm10,sedang
2,36.0,70.0,30.0,33.0,57.0,8.0,70.0,pm25,sedang
4,55.0,91.0,31.0,50.0,145.0,15.0,145.0,o3,tidak sehat
2,64.0,70.0,51.0,69.0,100.0,23.0,100.0,o3,sedang
2,51.0,70.0,30.0,39.0,133.0,11.0,133.0,o3,tidak sehat
2,59.0,70.0,31.0,42.0,133.0,14.0,133.0,o3,tidak sehat
1,59.0,94.0,31.0,38.0,120.0,13.0,120.0,o3,tidak sehat
1,55.0,94.0,35.0,63.0,85.0,20.0,94.0,pm25,sedang
1,53.0,94.0,34.0,42.0,101.0,10.0,101.0,o3,tidak sehat
1,50.0,94.0,31.0,31.0,119.0,17.0,119.0,o3,tidak sehat
2,51.0,70.0,30.0,30.0,59.0,16.0,70.0,pm25,sedang
1,49.0,94.0,30.0,29.0,49.0,10.0,94.0,pm25,sedang
1,55.0,94.0,31.0,33.0,73.0,12.0,94.0,pm25,sedang
1,64.0,94.0,32.0,37.0,126.0,16.0,126.0,o3,tidak sehat
1,69.0,94.0,32.0,37.0,150.0,18.0,150.0,o3,tidak sehat
4,128.0,91.0,33.0,65.0,172.0,21.0,172.0,o3,tidak sehat
4,79.0,91.0,49.0,46.0,136.0,22.0,136.0,o3,tidak sehat
1,66.0,94.0,31.0,41.0,75.0,25.0,94.0,pm25,sedang
1,58.0,94.0,31.0,44.0,143.0,14.0,143.0,o3,tidak sehat
1,59.0,94.0,33.0,36.0,116.0,17.0,116.0,o3,tidak sehat
1,70.0,94.0,34.0,47.0,123.0,25.0,123.0,o3,tidak sehat
1,59.0,94.0,43.0,60.0,93.0,16.0,94.0,pm25,sedang
1,44.0,94.0,30.0,36.0,65.0,20.0,94.0,pm25,sedang
2,55.0,70.0,31.0,51.0,120.0,14.0,120.0,o3,tidak sehat
1,51.0,94.0,31.0,48.0,77.0,11.0,94.0,pm25,sedang
2,55.0,70.0,31.0,52.0,139.0,19.0,139.0,o3,tidak sehat
2,61.0,70.0,32.0,39.0,106.0,18.0,106.0,o3,tidak sehat
3,74.0,102.0,39.0,43.0,73.0,15.0,102.0,pm25,tidak sehat
4,59.0,91.0,32.0,56.0,81.0,18.0,91.0,pm25,sedang
4,60.0,91.0,32.0,40.0,63.0,14.0,91.0,pm25,sedang
1,61.0,94.0,31.0,40.0,65.0,15.0,94.0,pm25,sedang
4,66.0,91.0,32.0,42.0,121.0,29.0,121.0,o3,tidak sehat
1,66.0,94.0,31.0,32.0,148.0,21.0,148.0,o3,tidak sehat
1,65.0,94.0,32.0,59.0,82.0,17.0,94.0,pm25,sedang
2,51.0,70.0,32.0,31.0,41.0,8.0,70.0,pm25,sedang
2,75.0,70.0,34.0,39.0,86.0,12.0,86.0,o3,sedang
3,93.0,102.0,42.0,78.0,87.0,18.0,102.0,pm25,tidak sehat
3,82.0,102.0,37.0,61.0,58.0,18.0,102.0,pm25,tidak sehat
3,42.0,102.0,31.0,32.0,70.0,12.0,102.0,pm25,tidak sehat
2,66.0,70.0,33.0,35.0,60.0,20.0,70.0,pm25,sedang
3,65.0,102.0,31.0,36.0,64.0,16.0,102.0,pm25,tidak sehat
1,43.0,94.0,31.0,25.0,43.0,5.0,94.0,pm25,sedang
1,25.0,94.0,31.0,29.0,34.0,8.0,94.0,pm25,sedang
0,38.0,44.0,31.0,28.0,35.0,5.0,44.0,pm25,baik
1,23.0,94.0,31.0,26.0,36.0,6.0,94.0,pm25,sedang
2,29.0,70.0,31.0,28.0,42.0,7.0,70.0,pm25,sedang
1,54.0,94.0,31.0,28.0,56.0,7.0,94.0,pm25,sedang
2,61.0,70.0,32.0,35.0,74.0,8.0,74.0,o3,sedang
2,55.0,70.0,31.0,28.0,54.0,10.0,70.0,pm25,sedang
3,48.0,102.0,31.0,25.0,36.0,14.0,102.0,pm25,tidak sehat
2,35.0,70.0,31.0,27.0,50.0,8.0,70.0,pm25,sedang
1,32.0,94.0,31.0,33.0,54.0,9.0,94.0,pm25,sedang
3,47.0,102.0,32.0,28.0,46.0,16.0,102.0,pm25,tidak sehat
1,39.0,94.0,32.0,27.0,53.0,20.0,94.0,pm25,sedang
4,45.0,91.0,31.0,53.0,33.0,12.0,91.0,pm25,sedang
1,34.0,94.0,31.0,29.0,39.0,8.0,94.0,pm25,sedang
1,34.0,94.0,30.0,25.0,40.0,11.0,94.0,pm25,sedang
1,33.0,94.0,29.0,45.0,48.0,13.0,94.0,pm25,sedang
1,28.0,94.0,29.0,25.0,37.0,12.0,94.0,pm25,sedang
1,22.0,94.0,31.0,22.0,34.0,4.0,94.0,pm25,sedang
1,23.0,94.0,32.0,23.0,37.0,5.0,94.0,pm25,sedang
1,28.0,94.0,32.0,24.0,34.0,5.0,94.0,pm25,sedang
2,22.0,70.0,31.0,28.0,34.0,5.0,70.0,pm25,sedang
1,25.0,94.0,31.0,29.0,39.0,4.0,94.0,pm25,sedang
1,30.0,94.0,31.0,29.0,42.0,5.0,94.0,pm25,sedang
4,52.0,91.0,32.0,39.0,66.0,21.0,91.0,pm25,sedang
4,29.0,91.0,31.0,34.0,54.0,17.0,91.0,pm25,sedang
1,30.0,94.0,32.0,30.0,41.0,6.0,94.0,pm25,sedang
2,37.0,70.0,32.0,33.0,41.0,7.0,70.0,pm25,sedang
2,66.0,70.0,32.0,40.0,41.0,12.0,70.0,pm25,sedang
1,55.0,94.0,33.0,44.0,59.0,14.0,94.0,pm25,sedang
2,73.0,70.0,34.0,38.0,61.0,11.0,73.0,pm10,sedang
4,39.0,91.0,32.0,33.0,44.0,15.0,91.0,pm25,sedang
1,55.0,94.0,32.0,31.0,55.0,10.0,94.0,pm25,sedang
3,51.0,102.0,33.0,35.0,87.0,15.0,102.0,pm25,tidak sehat
2,54.0,70.0,32.0,35.0,68.0,12.0,70.0,pm25,sedang
2,38.0,70.0,31.0,34.0,65.0,13.0,70.0,pm25,sedang
3,48.0,102.0,32.0,34.0,67.0,20.0,102.0,pm25,tidak sehat
3,43.0,102.0,33.0,36.0,54.0,14.0,102.0,pm25,tidak sehat
2,38.0,70.0,32.0,34.0,68.0,11.0,70.0,pm25,sedang
1,59.0,94.0,32.0,51.0,83.0,17.0,94.0,pm25,sedang
1,49.0,94.0,32.0,43.0,65.0,20.0,94.0,pm25,sedang
1,29.0,94.0,32.0,43.0,65.0,19.0,94.0,pm25,sedang
0,29.0,44.0,32.0,27.0,29.0,5.0,44.0,pm25,baik
0,23.0,44.0,31.0,23.0,29.0,6.0,44.0,pm25,baik
1,29.0,94.0,32.0,25.0,42.0,7.0,94.0,pm25,sedang
1,27.0,94.0,17.0,27.0,34.0,6.0,94.0,pm25,sedang
1,20.0,94.0,29.0,30.0,48.0,14.0,94.0,pm25,sedang
2,28.0,70.0,29.0,25.0,30.0,6.0,70.0,pm25,sedang
2,24.0,70.0,29.0,24.0,29.0,3.0,70.0,pm25,sedang
1,27.0,94.0,30.0,24.0,30.0,6.0,94.0,pm25,sedang
2,53.0,70.0,32.0,25.0,55.0,10.0,70.0,pm25,sedang
3,63.0,102.0,32.0,35.0,50.0,11.0,102.0,pm25,tidak sehat
1,45.0,94.0,33.0,36.0,51.0,12.0,94.0,pm25,sedang
1,33.0,94.0,28.0,30.0,34.0,15.0,94.0,pm25,sedang
1,30.0,94.0,30.0,28.0,34.0,15.0,94.0,pm25,sedang
2,39.0,70.0,32.0,28.0,53.0,13.0,70.0,pm25,sedang
2,57.0,70.0,33.0,29.0,60.0,14.0,70.0,pm25,sedang
1,41.0,94.0,31.0,28.0,49.0,10.0,94.0,pm25,sedang
1,35.0,94.0,30.0,29.0,48.0,13.0,94.0,pm25,sedang
2,39.0,70.0,31.0,28.0,54.0,9.0,70.0,pm25,sedang
4,32.0,91.0,31.0,26.0,42.0,18.0,91.0,pm25,sedang
2,41.0,70.0,32.0,29.0,44.0,12.0,70.0,pm25,sedang
0,49.0,44.0,31.0,27.0,41.0,16.0,49.0,pm10,baik
0,53.0,44.0,30.0,30.0,45.0,13.0,53.0,pm10,sedang
1,30.0,94.0,30.0,28.0,38.0,7.0,94.0,pm25,sedang
0,23.0,44.0,28.0,26.0,37.0,5.0,44.0,pm25,baik
1,25.0,94.0,28.0,26.0,34.0,7.0,94.0,pm25,sedang
0,39.0,44.0,28.0,34.0,33.0,8.0,44.0,pm25,baik
2,28.0,70.0,31.0,30.0,33.0,12.0,70.0,pm25,sedang
0,41.0,44.0,31.0,32.0,41.0,14.0,44.0,pm25,baik
1,30.0,94.0,31.0,31.0,44.0,12.0,94.0,pm25,sedang
2,32.0,70.0,31.0,36.0,45.0,11.0,70.0,pm25,sedang
1,37.0,94.0,30.0,34.0,44.0,12.0,94.0,pm25,sedang
2,43.0,70.0,31.0,36.0,56.0,13.0,70.0,pm25,sedang
2,39.0,70.0,32.0,47.0,58.0,16.0,70.0,pm25,sedang
4,29.0,91.0,32.0,36.0,54.0,12.0,91.0,pm25,sedang
2,36.0,70.0,31.0,29.0,55.0,11.0,70.0,pm25,sedang
3,61.0,102.0,29.0,48.0,50.0,15.0,102.0,pm25,tidak sehat
0,68.0,44.0,29.0,45.0,36.0,13.0,68.0,pm10,sedang
4,78.0,91.0,31.0,80.0,47.0,11.0,91.0,pm25,sedang
2,60.0,70.0,31.0,52.0,36.0,11.0,70.0,pm25,sedang
4,57.0,91.0,31.0,70.0,65.0,20.0,91.0,pm25,sedang
1,58.0,94.0,34.0,40.0,130.0,21.0,130.0,o3,tidak sehat
3,54.0,102.0,32.0,41.0,114.0,16.0,114.0,o3,tidak sehat
2,74.0,70.0,40.0,50.0,106.0,21.0,106.0,o3,tidak sehat
1,51.0,94.0,31.0,43.0,90.0,26.0,94.0,pm25,sedang
2,59.0,70.0,31.0,44.0,123.0,14.0,123.0,o3,tidak sehat
2,36.0,70.0,31.0,39.0,81.0,13.0,81.0,o3,sedang
2,64.0,70.0,31.0,46.0,98.0,16.0,98.0,o3,sedang
2,58.0,70.0,32.0,41.0,83.0,18.0,83.0,o3,sedang
2,64.0,70.0,35.0,44.0,75.0,18.0,75.0,o3,sedang
2,60.0,70.0,31.0,54.0,66.0,19.0,70.0,pm25,sedang
2,43.0,70.0,31.0,43.0,112.0,12.0,112.0,o3,tidak sehat
2,60.0,70.0,32.0,41.0,107.0,16.0,107.0,o3,tidak sehat
2,52.0,70.0,32.0,38.0,63.0,12.0,70.0,pm25,sedang
2,52.0,70.0,32.0,37.0,69.0,15.0,70.0,pm25,sedang
0,40.0,44.0,32.0,40.0,84.0,26.0,84.0,o3,sedang
1,53.0,94.0,33.0,34.0,119.0,24.0,119.0,o3,tidak sehat
2,77.0,70.0,52.0,51.0,81.0,22.0,81.0,o3,sedang
2,66.0,70.0,32.0,45.0,120.0,18.0,120.0,o3,tidak sehat
2,75.0,70.0,32.0,48.0,84.0,17.0,84.0,o3,sedang
1,72.0,94.0,32.0,35.0,81.0,24.0,94.0,pm25,sedang
1,71.0,94.0,34.0,33.0,74.0,25.0,94.0,pm25,sedang
2,61.0,70.0,33.0,34.0,40.0,17.0,70.0,pm25,sedang
1,51.0,94.0,34.0,31.0,136.0,12.0,136.0,o3,tidak sehat
4,94.0,91.0,38.0,40.0,99.0,24.0,99.0,o3,sedang
1,55.0,94.0,32.0,51.0,64.0,23.0,94.0,pm25,sedang
1,51.0,94.0,32.0,46.0,84.0,20.0,94.0,pm25,sedang
1,35.0,94.0,31.0,17.0,48.0,7.0,94.0,pm25,sedang
0,51.0,44.0,31.0,23.0,40.0,12.0,51.0,pm10,sedang
2,47.0,70.0,40.0,40.0,53.0,23.0,70.0,pm25,sedang
2,56.0,70.0,42.0,46.0,65.0,24.0,70.0,pm25,sedang
2,88.0,70.0,50.0,93.0,125.0,19.0,125.0,o3,tidak sehat
2,66.0,70.0,43.0,39.0,73.0,15.0,73.0,o3,sedang
3,66.0,102.0,54.0,61.0,54.0,11.0,102.0,pm25,tidak sehat
2,52.0,70.0,47.0,39.0,83.0,20.0,83.0,o3,sedang
1,72.0,94.0,47.0,68.0,85.0,16.0,94.0,pm25,sedang
1,57.0,94.0,50.0,53.0,77.0,11.0,94.0,pm25,sedang
3,45.0,102.0,45.0,32.0,48.0,17.0,102.0,pm25,tidak sehat
2,31.0,70.0,38.0,26.0,34.0,8.0,70.0,pm25,sedang
1,48.0,94.0,43.0,28.0,110.0,10.0,110.0,o3,tidak sehat
1,51.0,94.0,39.0,45.0,96.0,16.0,96.0,o3,sedang
3,37.0,102.0,41.0,37.0,61.0,24.0,102.0,pm25,tidak sehat
1,47.0,94.0,32.0,41.0,150.0,19.0,150.0,o3,tidak sehat
3,53.0,102.0,33.0,38.0,51.0,15.0,102.0,pm25,tidak sehat
0,33.0,44.0,33.0,26.0,28.0,6.0,44.0,pm25,baik
0,40.0,44.0,33.0,17.0,57.0,14.0,57.0,o3,sedang
0,23.0,44.0,32.0,17.0,38.0,6.0,44.0,pm25,baik
2,30.0,70.0,33.0,21.0,31.0,13.0,70.0,pm25,sedang
1,65.0,94.0,35.0,42.0,113.0,21.0,113.0,o3,tidak sehat
1,66.0,94.0,36.0,23.0,132.0,29.0,132.0,o3,tidak sehat
2,52.0,70.0,34.0,26.0,110.0,17.0,110.0,o3,tidak sehat
2,56.0,70.0,34.0,47.0,108.0,14.0,108.0,o3,tidak sehat
2,55.0,70.0,34.0,33.0,81.0,21.0,81.0,o3,sedang
2,71.0,70.0,37.0,36.0,82.0,11.0,82.0,o3,sedang
2,73.0,70.0,34.0,53.0,91.0,26.0,91.0,o3,sedang
2,83.0,70.0,54.0,56.0,92.0,15.0,92.0,o3,sedang
1,84.0,94.0,35.0,62.0,113.0,22.0,113.0,o3,tidak sehat
4,73.0,91.0,38.0,60.0,139.0,16.0,139.0,o3,tidak sehat
1,65.0,94.0,45.0,57.0,140.0,20.0,140.0,o3,tidak sehat
4,63.0,91.0,36.0,38.0,127.0,14.0,127.0,o3,tidak sehat
2,71.0,70.0,34.0,57.0,88.0,20.0,88.0,o3,sedang
2,55.0,70.0,35.0,61.0,123.0,15.0,123.0,o3,tidak sehat
2,70.0,70.0,36.0,39.0,95.0,19.0,95.0,o3,sedang
3,93.0,102.0,38.0,70.0,82.0,18.0,102.0,pm25,tidak sehat
3,57.0,102.0,34.0,18.0,57.0,11.0,102.0,pm25,tidak sehat
0,66.0,44.0,34.0,35.0,82.0,25.0,82.0,o3,sedang
1,56.0,94.0,35.0,28.0,88.0,24.0,94.0,pm25,sedang
3,54.0,102.0,40.0,17.0,48.0,14.0,102.0,pm25,tidak sehat
1,63.0,94.0,43.0,18.0,139.0,14.0,139.0,o3,tidak sehat
4,68.0,91.0,43.0,20.0,104.0,17.0,104.0,o3,tidak sehat
2,62.0,70.0,39.0,27.0,85.0,31.0,85.0,o3,sedang
2,62.0,70.0,41.0,34.0,112.0,18.0,112.0,o3,tidak sehat
4,55.0,91.0,42.0,22.0,96.0,23.0,96.0,o3,sedang
2,56.0,70.0,42.0,23.0,94.0,16.0,94.0,o3,sedang
2,56.0,70.0,48.0,22.0,71.0,20.0,71.0,o3,sedang
2,53.0,70.0,40.0,26.0,74.0,15.0,74.0,o3,sedang
2,55.0,70.0,41.0,27.0,83.0,20.0,83.0,o3,sedang
2,69.0,70.0,42.0,30.0,77.0,20.0,77.0,o3,sedang
3,80.0,102.0,41.0,28.0,61.0,17.0,102.0,pm25,tidak sehat
1,82.0,94.0,44.0,50.0,125.0,20.0,125.0,o3,tidak sehat
2,87.0,70.0,42.0,50.0,117.0,19.0,117.0,o3,tidak sehat
2,70.0,70.0,42.0,39.0,105.0,14.0,105.0,o3,tidak sehat
2,71.0,70.0,41.0,38.0,92.0,22.0,92.0,o3,sedang
2,85.0,70.0,46.0,41.0,115.0,16.0,115.0,o3,tidak sehat
2,88.0,70.0,44.0,41.0,108.0,15.0,108.0,o3,tidak sehat
3,102.0,102.0,44.0,46.0,93.0,19.0,102.0,pm10,tidak sehat
4,76.0,91.0,42.0,37.0,124.0,13.0,124.0,o3,tidak sehat
4,97.0,91.0,44.0,61.0,126.0,18.0,126.0,o3,tidak sehat
2,91.0,70.0,44.0,49.0,111.0,17.0,111.0,o3,tidak sehat
2,80.0,70.0,46.0,33.0,89.0,15.0,89.0,o3,sedang
2,65.0,70.0,45.0,36.0,98.0,13.0,98.0,o3,sedang
4,70.0,91.0,44.0,36.0,109.0,16.0,109.0,o3,tidak sehat
2,82.0,70.0,44.0,40.0,102.0,16.0,102.0,o3,tidak sehat
3,95.0,102.0,44.0,38.0,91.0,17.0,102.0,pm25,tidak sehat
1,83.0,94.0,45.0,46.0,151.0,14.0,151.0,o3,tidak sehat
2,107.0,70.0,46.0,44.0,164.0,18.0,164.0,o3,tidak sehat
2,63.0,70.0,46.0,33.0,79.0,13.0,79.0,o3,sedang
3,63.0,102.0,43.0,34.0,62.0,10.0,102.0,pm25,tidak sehat
3,62.0,102.0,48.0,40.0,52.0,15.0,102.0,pm25,tidak sehat
0,56.0,44.0,45.0,31.0,56.0,15.0,56.0,pm10,sedang
0,41.0,44.0,41.0,29.0,37.0,11.0,44.0,pm25,baik
2,61.0,70.0,43.0,43.0,79.0,15.0,79.0,o3,sedang
2,81.0,70.0,45.0,43.0,105.0,11.0,105.0,o3,tidak sehat
2,80.0,70.0,47.0,41.0,95.0,17.0,95.0,o3,sedang
2,82.0,70.0,50.0,45.0,98.0,17.0,98.0,o3,sedang
2,53.0,70.0,44.0,37.0,84.0,15.0,84.0,o3,sedang
2,60.0,70.0,48.0,36.0,95.0,14.0,95.0,o3,sedang
3,68.0,102.0,49.0,32.0,59.0,16.0,102.0,pm25,tidak sehat
2,69.0,70.0,47.0,32.0,75.0,16.0,75.0,o3,sedang
